S1_ActualPosition,X1_DCBusVoltage,S1_OutputCurrent,X1_OutputPower,X1_OutputVoltage,X1_OutputCurrent,Y1_OutputCurrent,Y1_DCBusVoltage,Y1_OutputVoltage,X1_CurrentFeedback,S1_CurrentFeedback,Z1_ActualPosition,Y1_OutputPower,Y1_CurrentFeedback,S1_CommandPosition,Y1_ActualAcceleration,S1_OutputPower,S1_ActualAcceleration,Y1_ActualVelocity,tool_condition,X1_ActualVelocity,X1_ActualAcceleration,S1_DCBusVoltage,Y1_ActualPosition,S1_ActualVelocity,successful_part,experiment_id,time_step
897.0,0.0684,323.0,0.000408,8.56,327.0,326.0,0.0629,3.91,3.48,22.1,29.7,0.0,-3.04,898.0,-75.0,0.167,-0.75,-0.15,1,3.08,0.0,0.867,74.5,53.3,1,18,0
903.0,0.0621,324.0,0.000415,6.74,327.0,326.0,0.0635,2.52,3.09,23.7,29.7,-9.79e-06,-3.38,903.0,-62.5,0.179,-45.3,-0.125,1,3.2,25.0,0.937,74.5,53.2,1,18,1
908.0,0.0796,323.0,0.000498,8.78,327.0,326.0,0.0625,3.61,3.96,14.9,29.7,-1.94e-05,-3.36,908.0,-62.5,0.152,60.2,-0.125,1,3.2,50.0,0.799,74.5,53.4,1,18,2
913.0,0.0946,323.0,0.000622,10.2,327.0,326.0,0.0611,3.15,4.7,18.2,29.7,-1.89e-05,-3.05,914.0,-75.0,0.172,-14.3,-0.15,1,3.13,50.0,0.895,74.5,53.4,1,18,3
919.0,0.102,324.0,0.000645,11.3,327.0,326.0,0.0626,3.91,5.97,18.4,29.7,-1.89e-05,-2.72,919.0,-75.0,0.162,31.4,-0.15,1,2.97,56.3,0.854,74.5,53.4,1,18,4
924.0,0.0923,323.0,0.000564,9.55,327.0,326.0,0.0612,4.19,5.18,21.0,29.7,9.46e-06,-2.56,924.0,-75.0,0.184,8.37,-0.15,1,3.0,56.3,0.961,74.5,53.3,1,18,5
929.0,0.0722,323.0,0.000444,11.3,327.0,326.0,0.061,4.28,3.25,18.0,29.7,1.91e-05,-2.43,930.0,-62.5,0.169,8.87,-0.125,1,2.95,62.5,0.874,74.5,53.4,1,18,6
935.0,0.0697,324.0,0.000394,8.42,327.0,326.0,0.0589,3.98,3.35,22.2,29.7,0.0,-2.42,935.0,-75.0,0.163,-33.0,-0.15,1,3.0,25.0,0.854,74.5,53.3,1,18,7
940.0,0.0496,323.0,0.000286,6.53,327.0,326.0,0.061,2.98,2.96,17.4,29.7,0.0,-3.21,940.0,-75.0,0.182,-13.8,-0.15,1,3.15,31.3,0.946,74.5,53.3,1,18,8
945.0,0.0741,324.0,0.00047,8.0,327.0,326.0,0.0607,3.72,3.94,15.6,29.7,0.0,-2.74,946.0,-62.5,0.142,74.2,-0.125,1,3.2,25.0,0.758,74.5,53.5,1,18,9
1220.0,0.0755,324.0,9.51e-05,7.08,327.0,326.0,0.146,9.76,-3.33,23.1,29.7,0.000978,8.62,1220.0,50.0,0.177,-35.5,3.13,1,-0.725,-18.8,0.918,86.4,53.3,1,18,10
1230.0,0.0741,324.0,0.000129,8.29,327.0,325.0,0.125,12.2,-3.49,17.8,29.7,0.000807,7.14,1230.0,-6.25,0.155,51.5,2.83,1,-0.975,-50.0,0.811,86.7,53.4,1,18,11
1230.0,0.0666,323.0,0.000103,7.23,327.0,325.0,0.106,10.1,-3.67,17.4,29.7,0.000632,6.5,1230.0,12.5,0.172,-21.6,2.78,1,-1.2,-31.3,0.896,87.0,53.4,1,18,12
